Created by CETR Data Viewer ver.2.19.106 05/12/22 14:43:50
Created by CETR UMT ver.1.136.257 12 May 2022 12:28:42
Total number of runs - 1
Total number of steps = 2
Indenter tip ID = 0
C:\Documents and Settings\user\Desktop\Tan Xipeng\Gao Chenkai\HEA-HT-2N-b\HT-2n-6-4 2_083.tst

Run # 1
Script file C:\Documents and Settings\user\Desktop\Tan Xipeng\Gao Chenkai\Standard wear.cts
Run date 12 May 2022 12:28:42
Step No. 1

Step Type Code: 0
Radius       = 3.9493
Velocity     = 240
Set Force    = -200
Duration     = 2.08
Data Count   = 105
Started at: 12:28:42.556 12 May 2022

Fx,Fz,Z,Y,X,V1,V2,V3,T,Ff,COF
g,g,mm,mm,mm,mm/sec,mm/sec,mm/sec,sec,g,

166.660751,-200.227753,-0.6625,0.000000,3.949250,0.001550,0.000000,0.000000,0.0000,166.660751,0.832356
166.705261,-200.251083,-0.6625,0.000000,3.949250,0.001500,0.000000,0.000000,0.0150,166.705261,0.832481
166.657059,-200.299393,-0.6625,0.000000,3.949250,0.001500,0.000000,0.000000,0.0350,166.657059,0.832040
166.691254,-200.247330,-0.6625,0.000000,3.949250,0.001500,0.000000,0.000000,0.0550,166.691254,0.832427
165.810684,-200.302719,-0.6625,0.000000,3.949250,0.000450,0.000000,0.000000,0.0750,165.810684,0.827800
154.719986,-200.079895,-0.6627,0.000000,3.949250,-0.003600,0.000000,0.000000,0.0950,154.719986,0.773291
112.975471,-200.019516,-0.6632,0.000000,3.949250,-0.008500,0.000000,0.000000,0.1150,112.975471,0.564822
62.481609,-200.485565,-0.6640,0.000000,3.949250,-0.010500,0.000000,0.000000,0.1350,62.481609,0.311651
15.218744,-199.769623,-0.6645,0.000000,3.949250,-0.011450,0.000000,0.000000,0.1550,15.218744,0.076181
-32.596291,-199.587616,-0.6645,0.000000,3.949250,-0.010450,0.000000,0.000000,0.1750,32.596291,0.163318
-83.923340,-199.876648,-0.6645,0.000000,3.949250,-0.009100,0.000000,0.000000,0.1950,83.923340,0.419876
-121.578949,-201.328964,-0.6645,0.000000,3.949250,-0.007700,0.000000,0.000000,0.2150,121.578949,0.603882
-134.477768,-202.884949,-0.6645,0.000000,3.949250,-0.006500,0.000000,0.000000,0.2350,134.477768,0.662828
-145.249939,-203.937424,-0.6645,0.000000,3.949250,-0.005075,0.000000,0.000000,0.2550,145.249939,0.712228
-145.981339,-205.007797,-0.6645,0.000000,3.949250,-0.004650,0.000000,0.000000,0.2750,145.981339,0.712077
-150.952484,-205.309341,-0.6652,0.000000,3.949250,-0.008775,0.000000,0.000000,0.2950,150.952484,0.735244
-158.044922,-205.423874,-0.6663,0.000000,3.949250,-0.015800,0.000000,0.000000,0.3150,158.044922,0.769360
-161.051758,-205.511749,-0.6675,0.000000,3.949250,-0.023000,0.000000,0.000000,0.3350,161.051758,0.783662
-161.379333,-205.379715,-0.6694,0.000000,3.949250,-0.032025,0.000000,0.000000,0.3550,161.379333,0.785761
-162.587921,-205.231033,-0.6702,0.000000,3.949250,-0.034250,0.000000,0.000000,0.3750,162.587921,0.792219
-162.156494,-205.001968,-0.6714,0.000000,3.949250,-0.037925,0.000000,0.000000,0.3950,162.156494,0.791000
-161.411484,-204.519272,-0.6728,0.000000,3.949250,-0.042500,0.000000,0.000000,0.4150,161.411484,0.789224
