Created by CETR Data Viewer ver.2.19.106 05/12/22 14:43:48
Created by CETR UMT ver.1.136.257 12 May 2022 12:24:55
Total number of runs - 1
Total number of steps = 2
Indenter tip ID = 0
C:\Documents and Settings\user\Desktop\Tan Xipeng\Gao Chenkai\HEA-HT-2N-b\HT-2n-6-4 2_037.tst

Run # 1
Script file C:\Documents and Settings\user\Desktop\Tan Xipeng\Gao Chenkai\Standard wear.cts
Run date 12 May 2022 12:24:55
Step No. 1

Step Type Code: 0
Radius       = 3.9493
Velocity     = 240
Set Force    = -200
Duration     = 2.14
Data Count   = 108
Started at: 12:24:55.961 12 May 2022

Fx,Fz,Z,Y,X,V1,V2,V3,T,Ff,COF
g,g,mm,mm,mm,mm/sec,mm/sec,mm/sec,sec,g,

155.729126,-200.185272,-0.6620,0.000000,3.949250,0.002025,0.000000,0.000000,0.0000,155.729126,0.777925
155.723373,-200.209442,-0.6620,0.000000,3.949250,0.002000,0.000000,0.000000,0.0200,155.723373,0.777802
155.685440,-200.198608,-0.6620,0.000000,3.949250,0.002000,0.000000,0.000000,0.0400,155.685440,0.777655
155.575424,-200.226501,-0.6620,0.000000,3.949250,0.001600,0.000000,0.000000,0.0600,155.575424,0.776997
151.934448,-200.206100,-0.6620,0.000000,3.949250,0.000000,0.000000,0.000000,0.0800,151.934448,0.758890
125.855339,-199.849167,-0.6620,0.000000,3.949250,0.000000,0.000000,0.000000,0.1000,125.855339,0.629752
76.066528,-200.327301,-0.6631,0.000000,3.949250,-0.006650,0.000000,0.000000,0.1200,76.066528,0.379711
27.684904,-200.024933,-0.6635,0.000000,3.949250,-0.008825,0.000000,0.000000,0.1400,27.684904,0.138407
-19.517391,-199.445175,-0.6635,0.000000,3.949250,-0.007700,0.000000,0.000000,0.1600,19.517391,0.097858
-69.845596,-199.670090,-0.6635,0.000000,3.949250,-0.006500,0.000000,0.000000,0.1800,69.845596,0.349805
-116.391068,-200.610931,-0.6635,0.000000,3.949250,-0.005550,0.000000,0.000000,0.2000,116.391068,0.580183
-128.011261,-202.647980,-0.6635,0.000000,3.949250,-0.004800,0.000000,0.000000,0.2200,128.011261,0.631693
-133.880692,-203.682953,-0.6635,0.000000,3.949250,-0.004050,0.000000,0.000000,0.2400,133.880692,0.657299
-131.016434,-204.729172,-0.6636,0.000000,3.949250,-0.004100,0.000000,0.000000,0.2600,131.016434,0.639950
-135.589096,-205.212723,-0.6640,0.000000,3.949250,-0.006500,0.000000,0.000000,0.2800,135.589096,0.660725
-144.531296,-205.257278,-0.6650,0.000000,3.949250,-0.012675,0.000000,0.000000,0.3000,144.531296,0.704147
-148.960983,-205.353485,-0.6664,0.000000,3.949250,-0.021050,0.000000,0.000000,0.3200,148.960983,0.725388
-147.975739,-205.288925,-0.6675,0.000000,3.949250,-0.027875,0.000000,0.000000,0.3400,147.975739,0.720817
-152.156540,-205.124008,-0.6684,0.000000,3.949250,-0.032800,0.000000,0.000000,0.3600,152.156540,0.741778
-153.344925,-204.874115,-0.6700,0.000000,3.949250,-0.036000,0.000000,0.000000,0.3800,153.344925,0.748484
-158.218811,-204.522583,-0.6714,0.000000,3.949250,-0.041225,0.000000,0.000000,0.4000,158.218811,0.773601
-162.376953,-204.204391,-0.6729,0.000000,3.949250,-0.045700,0.000000,0.000000,0.4200,162.376953,0.795169
