Created by CETR Data Viewer ver.2.19.106 05/12/22 14:43:47
Created by CETR UMT ver.1.136.257 12 May 2022 12:23:26
Total number of runs - 1
Total number of steps = 2
Indenter tip ID = 0
C:\Documents and Settings\user\Desktop\Tan Xipeng\Gao Chenkai\HEA-HT-2N-b\HT-2n-6-4 2_019.tst

Run # 1
Script file C:\Documents and Settings\user\Desktop\Tan Xipeng\Gao Chenkai\Standard wear.cts
Run date 12 May 2022 12:23:26
Step No. 1

Step Type Code: 0
Radius       = 3.9493
Velocity     = 240
Set Force    = -200
Duration     = 2.13
Data Count   = 108
Started at: 12:23:27.079 12 May 2022

Fx,Fz,Z,Y,X,V1,V2,V3,T,Ff,COF
g,g,mm,mm,mm,mm/sec,mm/sec,mm/sec,sec,g,

154.380981,-200.192230,-0.6620,0.000000,3.949250,0.000000,0.000000,0.000000,0.0000,154.380981,0.771164
154.330994,-200.285233,-0.6620,0.000000,3.949250,0.000000,0.000000,0.000000,0.0122,154.330994,0.770556
154.330597,-200.222336,-0.6620,0.000000,3.949250,0.000000,0.000000,0.000000,0.0322,154.330597,0.770796
154.321930,-200.227753,-0.6620,0.000000,3.949250,0.000000,0.000000,0.000000,0.0522,154.321930,0.770732
154.146805,-200.261505,-0.6620,0.000000,3.949250,0.000000,0.000000,0.000000,0.0722,154.146805,0.769728
150.174927,-200.228592,-0.6622,0.000000,3.949250,-0.001500,0.000000,0.000000,0.0922,150.174927,0.750017
121.202324,-199.840851,-0.6630,0.000000,3.949250,-0.007500,0.000000,0.000000,0.1122,121.202324,0.606494
71.734085,-200.143204,-0.6635,0.000000,3.949250,-0.010825,0.000000,0.000000,0.1322,71.734085,0.358414
24.047619,-199.825851,-0.6635,0.000000,3.949250,-0.009250,0.000000,0.000000,0.1522,24.047619,0.120343
-22.866644,-199.454758,-0.6635,0.000000,3.949250,-0.007825,0.000000,0.000000,0.1722,22.866644,0.114646
-73.180435,-199.580109,-0.6635,0.000000,3.949250,-0.006700,0.000000,0.000000,0.1922,73.180435,0.366672
-114.528954,-201.052002,-0.6635,0.000000,3.949250,-0.005500,0.000000,0.000000,0.2122,114.528954,0.569648
-121.608200,-202.901199,-0.6630,0.000000,3.949250,-0.000275,0.000000,0.000000,0.2322,121.608200,0.599347
-128.417145,-204.097351,-0.6630,0.000000,3.949250,0.000000,0.000000,0.000000,0.2522,128.417145,0.629196
-134.490555,-204.904099,-0.6630,0.000000,3.949250,0.000000,0.000000,0.000000,0.2722,134.490555,0.656359
-139.328995,-205.287262,-0.6633,0.000000,3.949250,-0.002100,0.000000,0.000000,0.2922,139.328995,0.678703
-146.888718,-205.482178,-0.6645,0.000000,3.949250,-0.010500,0.000000,0.000000,0.3122,146.888718,0.714849
-151.401642,-205.360153,-0.6659,0.000000,3.949250,-0.020000,0.000000,0.000000,0.3322,151.401642,0.737249
-144.607529,-205.333084,-0.6674,0.000000,3.949250,-0.027500,0.000000,0.000000,0.3522,144.607529,0.704258
-147.776306,-205.137329,-0.6685,0.000000,3.949250,-0.031850,0.000000,0.000000,0.3722,147.776306,0.720377
-150.486435,-204.952408,-0.6694,0.000000,3.949250,-0.034900,0.000000,0.000000,0.3922,150.486435,0.734251
-153.317734,-204.765823,-0.6710,0.000000,3.949250,-0.040500,0.000000,0.000000,0.4122,153.317734,0.748747
