Created by CETR Data Viewer ver.2.19.106 05/12/22 14:43:48
Created by CETR UMT ver.1.136.257 12 May 2022 12:25:24
Total number of runs - 1
Total number of steps = 2
Indenter tip ID = 0
C:\Documents and Settings\user\Desktop\Tan Xipeng\Gao Chenkai\HEA-HT-2N-b\HT-2n-6-4 2_043.tst

Run # 1
Script file C:\Documents and Settings\user\Desktop\Tan Xipeng\Gao Chenkai\Standard wear.cts
Run date 12 May 2022 12:25:24
Step No. 1

Step Type Code: 0
Radius       = 3.9493
Velocity     = 240
Set Force    = -200
Duration     = 2.15
Data Count   = 109
Started at: 12:25:25.156 12 May 2022

Fx,Fz,Z,Y,X,V1,V2,V3,T,Ff,COF
g,g,mm,mm,mm,mm/sec,mm/sec,mm/sec,sec,g,

166.640152,-200.221100,-0.6610,0.000000,3.949250,0.000000,0.000000,0.000000,0.0000,166.640152,0.832281
166.624908,-200.277740,-0.6610,0.000000,3.949250,0.000000,0.000000,0.000000,0.0150,166.624908,0.831969
166.588638,-200.285233,-0.6610,0.000000,3.949250,0.000000,0.000000,0.000000,0.0350,166.588638,0.831757
166.614609,-200.255249,-0.6610,0.000000,3.949250,0.000000,0.000000,0.000000,0.0550,166.614609,0.832011
165.507401,-200.294388,-0.6610,0.000000,3.949250,0.000000,0.000000,0.000000,0.0750,165.507401,0.826321
152.507614,-200.123230,-0.6610,0.000000,3.949250,0.000000,0.000000,0.000000,0.0950,152.507614,0.762069
108.411461,-200.278992,-0.6613,0.000000,3.949250,-0.001900,0.000000,0.000000,0.1150,108.411461,0.541302
57.491520,-200.747543,-0.6625,0.000000,3.949250,-0.009500,0.000000,0.000000,0.1350,57.491520,0.286387
10.870237,-199.798767,-0.6625,0.000000,3.949250,-0.008075,0.000000,0.000000,0.1550,10.870237,0.054406
-37.888420,-199.592606,-0.6632,0.000000,3.949250,-0.012200,0.000000,0.000000,0.1750,37.888420,0.189829
-88.985130,-199.840851,-0.6635,0.000000,3.949250,-0.013100,0.000000,0.000000,0.1950,88.985130,0.445280
-123.319504,-201.469315,-0.6635,0.000000,3.949250,-0.011500,0.000000,0.000000,0.2150,123.319504,0.612101
-131.335373,-203.141922,-0.6635,0.000000,3.949250,-0.009500,0.000000,0.000000,0.2350,131.335373,0.646520
-131.572723,-204.383484,-0.6635,0.000000,3.949250,-0.008075,0.000000,0.000000,0.2550,131.572723,0.643754
-135.571793,-205.017380,-0.6639,0.000000,3.949250,-0.009400,0.000000,0.000000,0.2750,135.571793,0.661270
-141.915939,-205.267273,-0.6645,0.000000,3.949250,-0.012700,0.000000,0.000000,0.2950,141.915939,0.691372
-151.098358,-205.191467,-0.6654,0.000000,3.949250,-0.018100,0.000000,0.000000,0.3150,151.098358,0.736377
-153.642853,-205.203537,-0.6670,0.000000,3.949250,-0.026500,0.000000,0.000000,0.3350,153.642853,0.748734
-150.970215,-205.188965,-0.6684,0.000000,3.949250,-0.033625,0.000000,0.000000,0.3550,150.970215,0.735762
-156.148605,-204.977402,-0.6696,0.000000,3.949250,-0.036100,0.000000,0.000000,0.3750,156.148605,0.761784
-156.404099,-204.738327,-0.6707,0.000000,3.949250,-0.039475,0.000000,0.000000,0.3950,156.404099,0.763922
-157.478333,-204.521759,-0.6719,0.000000,3.949250,-0.043600,0.000000,0.000000,0.4150,157.478333,0.769983
