Created by CETR Data Viewer ver.2.19.106 05/12/22 14:43:50
Created by CETR UMT ver.1.136.257 12 May 2022 12:28:52
Total number of runs - 1
Total number of steps = 2
Indenter tip ID = 0
C:\Documents and Settings\user\Desktop\Tan Xipeng\Gao Chenkai\HEA-HT-2N-b\HT-2n-6-4 2_085.tst

Run # 1
Script file C:\Documents and Settings\user\Desktop\Tan Xipeng\Gao Chenkai\Standard wear.cts
Run date 12 May 2022 12:28:52
Step No. 1

Step Type Code: 0
Radius       = 3.9493
Velocity     = 240
Set Force    = -200
Duration     = 2.12
Data Count   = 107
Started at: 12:28:52.384 12 May 2022

Fx,Fz,Z,Y,X,V1,V2,V3,T,Ff,COF
g,g,mm,mm,mm,mm/sec,mm/sec,mm/sec,sec,g,

167.720322,-200.254425,-0.6625,0.000000,3.949250,0.000100,0.000000,0.000000,0.0000,167.720322,0.837536
167.695877,-200.201935,-0.6625,0.000000,3.949250,0.000000,0.000000,0.000000,0.0175,167.695877,0.837634
167.718536,-200.235672,-0.6625,0.000000,3.949250,0.000000,0.000000,0.000000,0.0375,167.718536,0.837606
167.658783,-200.227356,-0.6625,0.000000,3.949250,0.000000,0.000000,0.000000,0.0575,167.658783,0.837342
167.121048,-200.244003,-0.6625,0.000000,3.949250,0.000000,0.000000,0.000000,0.0775,167.121048,0.834587
157.795624,-200.161545,-0.6625,0.000000,3.949250,0.000000,0.000000,0.000000,0.0975,157.795624,0.788341
118.573357,-199.911652,-0.6632,0.000000,3.949250,-0.004725,0.000000,0.000000,0.1175,118.573357,0.593129
68.321381,-200.432251,-0.6641,0.000000,3.949250,-0.011000,0.000000,0.000000,0.1375,68.321381,0.340870
19.888248,-199.853333,-0.6645,0.000000,3.949250,-0.013000,0.000000,0.000000,0.1575,19.888248,0.099514
-28.901314,-199.595520,-0.6645,0.000000,3.949250,-0.010150,0.000000,0.000000,0.1775,28.901314,0.144799
-79.807236,-199.840424,-0.6645,0.000000,3.949250,-0.008950,0.000000,0.000000,0.1975,79.807236,0.399355
-118.915779,-201.288544,-0.6645,0.000000,3.949250,-0.007825,0.000000,0.000000,0.2175,118.915779,0.590773
-131.868179,-202.900360,-0.6645,0.000000,3.949250,-0.006800,0.000000,0.000000,0.2375,131.868179,0.649916
-142.117432,-204.095688,-0.6645,0.000000,3.949250,-0.006000,0.000000,0.000000,0.2575,142.117432,0.696327
-145.569275,-205.081528,-0.6645,0.000000,3.949250,-0.005050,0.000000,0.000000,0.2775,145.569275,0.709812
-152.099274,-205.382629,-0.6652,0.000000,3.949250,-0.009900,0.000000,0.000000,0.2975,152.099274,0.740565
-158.756973,-205.505096,-0.6662,0.000000,3.949250,-0.015600,0.000000,0.000000,0.3175,158.756973,0.772521
-158.472229,-205.619202,-0.6673,0.000000,3.949250,-0.021600,0.000000,0.000000,0.3375,158.472229,0.770707
-156.016327,-205.448868,-0.6685,0.000000,3.949250,-0.028000,0.000000,0.000000,0.3575,156.016327,0.759392
-158.243958,-205.188965,-0.6704,0.000000,3.949250,-0.035600,0.000000,0.000000,0.3775,158.243958,0.771211
-158.721527,-205.014465,-0.6712,0.000000,3.949250,-0.037400,0.000000,0.000000,0.3975,158.721527,0.774197
-159.725327,-204.664612,-0.6724,0.000000,3.949250,-0.040475,0.000000,0.000000,0.4175,159.725327,0.780425
