Created by CETR Data Viewer ver.2.19.106 05/12/22 14:43:49
Created by CETR UMT ver.1.136.257 12 May 2022 12:27:28
Total number of runs - 1
Total number of steps = 2
Indenter tip ID = 0
C:\Documents and Settings\user\Desktop\Tan Xipeng\Gao Chenkai\HEA-HT-2N-b\HT-2n-6-4 2_068.tst

Run # 1
Script file C:\Documents and Settings\user\Desktop\Tan Xipeng\Gao Chenkai\Standard wear.cts
Run date 12 May 2022 12:27:28
Step No. 1

Step Type Code: 0
Radius       = 3.9493
Velocity     = 240
Set Force    = -200
Duration     = 2.10
Data Count   = 106
Started at: 12:27:28.184 12 May 2022

Fx,Fz,Z,Y,X,V1,V2,V3,T,Ff,COF
g,g,mm,mm,mm,mm/sec,mm/sec,mm/sec,sec,g,

168.807388,-200.256943,-0.6620,0.000000,3.949250,0.001517,0.000000,0.000000,0.0000,168.807388,0.842954
168.818741,-200.283569,-0.6620,0.000000,3.949250,0.001500,0.000000,0.000000,0.0172,168.818741,0.842899
168.764755,-200.277740,-0.6620,0.000000,3.949250,0.001500,0.000000,0.000000,0.0372,168.764755,0.842654
168.807602,-200.263153,-0.6620,0.000000,3.949250,0.001500,0.000000,0.000000,0.0572,168.807602,0.842929
167.997910,-200.289825,-0.6620,0.000000,3.949250,0.000075,0.000000,0.000000,0.0772,167.997910,0.838774
157.601959,-200.097397,-0.6631,0.000000,3.949250,-0.008050,0.000000,0.000000,0.0972,157.601959,0.787626
116.488724,-199.959946,-0.6637,0.000000,3.949250,-0.012400,0.000000,0.000000,0.1172,116.488724,0.582560
65.739388,-200.353958,-0.6641,0.000000,3.949250,-0.013900,0.000000,0.000000,0.1372,65.739388,0.328116
18.640108,-199.584274,-0.6645,0.000000,3.949250,-0.015500,0.000000,0.000000,0.1572,18.640108,0.093395
-29.152674,-199.426437,-0.6645,0.000000,3.949250,-0.012175,0.000000,0.000000,0.1772,29.152674,0.146183
-80.600876,-199.693405,-0.6645,0.000000,3.949250,-0.010950,0.000000,0.000000,0.1972,80.600876,0.403623
-121.627159,-201.082809,-0.6645,0.000000,3.949250,-0.007575,0.000000,0.000000,0.2172,121.627159,0.604861
-132.810562,-202.813751,-0.6643,0.000000,3.949250,-0.003200,0.000000,0.000000,0.2372,132.810562,0.654840
-142.775909,-203.909103,-0.6635,0.000000,3.949250,0.000000,0.000000,0.000000,0.2572,142.775909,0.700194
-143.655670,-204.991974,-0.6640,0.000000,3.949250,-0.003800,0.000000,0.000000,0.2772,143.655670,0.700787
-145.121796,-205.465927,-0.6644,0.000000,3.949250,-0.006100,0.000000,0.000000,0.2972,145.121796,0.706306
-151.626221,-205.585052,-0.6654,0.000000,3.949250,-0.012850,0.000000,0.000000,0.3172,151.626221,0.737535
-154.524261,-205.576294,-0.6667,0.000000,3.949250,-0.021600,0.000000,0.000000,0.3372,154.524261,0.751664
-154.866272,-205.388474,-0.6675,0.000000,3.949250,-0.028000,0.000000,0.000000,0.3572,154.866272,0.754016
-158.407547,-205.236862,-0.6699,0.000000,3.949250,-0.036075,0.000000,0.000000,0.3772,158.407547,0.771828
-156.831406,-204.892029,-0.6707,0.000000,3.949250,-0.038250,0.000000,0.000000,0.3972,156.831406,0.765434
-160.016647,-204.685867,-0.6719,0.000000,3.949250,-0.041700,0.000000,0.000000,0.4172,160.016647,0.781767
