Created by CETR Data Viewer ver.2.19.106 05/12/22 14:43:46
Created by CETR UMT ver.1.136.257 12 May 2022 12:23:11
Total number of runs - 1
Total number of steps = 2
Indenter tip ID = 0
C:\Documents and Settings\user\Desktop\Tan Xipeng\Gao Chenkai\HEA-HT-2N-b\HT-2n-6-4 2_016.tst

Run # 1
Script file C:\Documents and Settings\user\Desktop\Tan Xipeng\Gao Chenkai\Standard wear.cts
Run date 12 May 2022 12:23:11
Step No. 1

Step Type Code: 0
Radius       = 3.9493
Velocity     = 240
Set Force    = -200
Duration     = 2.15
Data Count   = 109
Started at: 12:23:12.056 12 May 2022

Fx,Fz,Z,Y,X,V1,V2,V3,T,Ff,COF
g,g,mm,mm,mm,mm/sec,mm/sec,mm/sec,sec,g,

170.686615,-200.151962,-0.6610,0.000000,3.949250,0.000000,0.000000,0.000000,0.0000,170.686615,0.852785
170.669739,-200.220673,-0.6610,0.000000,3.949250,0.000000,0.000000,0.000000,0.0150,170.669739,0.852408
170.624802,-200.166107,-0.6610,0.000000,3.949250,0.000000,0.000000,0.000000,0.0350,170.624802,0.852416
170.656128,-200.232346,-0.6610,0.000000,3.949250,0.000000,0.000000,0.000000,0.0550,170.656128,0.852291
169.391510,-200.194855,-0.6610,0.000000,3.949250,0.000000,0.000000,0.000000,0.0750,169.391510,0.846133
154.917358,-199.981628,-0.6610,0.000000,3.949250,0.000000,0.000000,0.000000,0.0950,154.917358,0.774658
110.368759,-200.214859,-0.6613,0.000000,3.949250,-0.002100,0.000000,0.000000,0.1150,110.368759,0.551252
59.130299,-200.615097,-0.6625,0.000000,3.949250,-0.010500,0.000000,0.000000,0.1350,59.130299,0.294745
11.412925,-199.708405,-0.6625,0.000000,3.949250,-0.009075,0.000000,0.000000,0.1550,11.412925,0.057148
-36.560753,-199.231949,-0.6636,0.000000,3.949250,-0.014950,0.000000,0.000000,0.1750,36.560753,0.183508
-87.586586,-199.280243,-0.6645,0.000000,3.949250,-0.019525,0.000000,0.000000,0.1950,87.586586,0.439515
-114.380608,-201.203171,-0.6650,0.000000,3.949250,-0.021100,0.000000,0.000000,0.2150,114.380608,0.568483
-120.063789,-202.795837,-0.6650,0.000000,3.949250,-0.017500,0.000000,0.000000,0.2350,120.063789,0.592043
-121.638290,-204.026550,-0.6650,0.000000,3.949250,-0.014650,0.000000,0.000000,0.2550,121.638290,0.596189
-132.521713,-204.321838,-0.6654,0.000000,3.949250,-0.015200,0.000000,0.000000,0.2750,132.521713,0.648593
-141.797684,-204.590073,-0.6660,0.000000,3.949250,-0.017750,0.000000,0.000000,0.2950,141.797684,0.693082
-144.535416,-204.844528,-0.6669,0.000000,3.949250,-0.022500,0.000000,0.000000,0.3150,144.535416,0.705586
-145.272598,-204.902435,-0.6685,0.000000,3.949250,-0.030500,0.000000,0.000000,0.3350,145.272598,0.708984
-149.220581,-204.728333,-0.6695,0.000000,3.949250,-0.033350,0.000000,0.000000,0.3550,149.220581,0.728871
-155.934341,-204.414291,-0.6709,0.000000,3.949250,-0.038050,0.000000,0.000000,0.3750,155.934341,0.762835
-152.547180,-204.128601,-0.6722,0.000000,3.949250,-0.042475,0.000000,0.000000,0.3950,152.547180,0.747309
-151.068268,-203.945740,-0.6733,0.000000,3.949250,-0.045700,0.000000,0.000000,0.4150,151.068268,0.740728
