Created by CETR Data Viewer ver.2.19.106 05/12/22 14:43:48
Created by CETR UMT ver.1.136.257 12 May 2022 12:26:23
Total number of runs - 1
Total number of steps = 2
Indenter tip ID = 0
C:\Documents and Settings\user\Desktop\Tan Xipeng\Gao Chenkai\HEA-HT-2N-b\HT-2n-6-4 2_055.tst

Run # 1
Script file C:\Documents and Settings\user\Desktop\Tan Xipeng\Gao Chenkai\Standard wear.cts
Run date 12 May 2022 12:26:23
Step No. 1

Step Type Code: 0
Radius       = 3.9493
Velocity     = 240
Set Force    = -200
Duration     = 2.11
Data Count   = 107
Started at: 12:26:23.307 12 May 2022

Fx,Fz,Z,Y,X,V1,V2,V3,T,Ff,COF
g,g,mm,mm,mm,mm/sec,mm/sec,mm/sec,sec,g,

164.235535,-200.202148,-0.6620,0.000000,3.949250,0.000000,0.000000,0.000000,0.0000,164.235535,0.820349
164.248123,-200.193192,-0.6620,0.000000,3.949250,0.000000,0.000000,0.000000,0.0147,164.248123,0.820448
164.252670,-200.243591,-0.6620,0.000000,3.949250,0.000000,0.000000,0.000000,0.0347,164.252670,0.820264
164.208160,-200.219025,-0.6620,0.000000,3.949250,0.000000,0.000000,0.000000,0.0547,164.208160,0.820143
163.289261,-200.226089,-0.6620,0.000000,3.949250,0.000000,0.000000,0.000000,0.0747,163.289261,0.815524
151.057571,-200.020767,-0.6625,0.000000,3.949250,-0.003375,0.000000,0.000000,0.0947,151.057571,0.755209
109.223633,-200.070313,-0.6630,0.000000,3.949250,-0.007300,0.000000,0.000000,0.1147,109.223633,0.545926
58.195328,-200.585526,-0.6630,0.000000,3.949250,-0.006500,0.000000,0.000000,0.1347,58.195328,0.290127
11.201948,-199.790039,-0.6630,0.000000,3.949250,-0.005550,0.000000,0.000000,0.1547,11.201948,0.056069
-37.120338,-199.560974,-0.6630,0.000000,3.949250,-0.004800,0.000000,0.000000,0.1747,37.120338,0.186010
-87.981346,-200.020340,-0.6630,0.000000,3.949250,-0.004275,0.000000,0.000000,0.1947,87.981346,0.439862
-124.289085,-201.550537,-0.6630,0.000000,3.949250,-0.003800,0.000000,0.000000,0.2147,124.289085,0.616665
-134.804947,-203.202316,-0.6630,0.000000,3.949250,-0.003000,0.000000,0.000000,0.2347,134.804947,0.663403
-139.845322,-204.390976,-0.6630,0.000000,3.949250,-0.002525,0.000000,0.000000,0.2547,139.845322,0.684205
-140.230591,-205.206879,-0.6637,0.000000,3.949250,-0.007050,0.000000,0.000000,0.2747,140.230591,0.683362
-146.782806,-205.354736,-0.6647,0.000000,3.949250,-0.013500,0.000000,0.000000,0.2947,146.782806,0.714777
-153.316910,-205.398056,-0.6658,0.000000,3.949250,-0.020300,0.000000,0.000000,0.3147,153.316910,0.746438
-154.266296,-205.288513,-0.6670,0.000000,3.949250,-0.025500,0.000000,0.000000,0.3347,154.266296,0.751461
-150.371063,-205.193970,-0.6684,0.000000,3.949250,-0.032150,0.000000,0.000000,0.3547,150.371063,0.732824
-158.177200,-204.961578,-0.6699,0.000000,3.949250,-0.037400,0.000000,0.000000,0.3747,158.177200,0.771741
-155.650009,-204.842880,-0.6710,0.000000,3.949250,-0.040175,0.000000,0.000000,0.3947,155.650009,0.759851
-157.156509,-204.531754,-0.6718,0.000000,3.949250,-0.042000,0.000000,0.000000,0.4147,157.156509,0.768372
