Created by CETR Data Viewer ver.2.19.106 05/12/22 14:43:46
Created by CETR UMT ver.1.136.257 12 May 2022 12:22:47
Total number of runs - 1
Total number of steps = 2
Indenter tip ID = 0
C:\Documents and Settings\user\Desktop\Tan Xipeng\Gao Chenkai\HEA-HT-2N-b\HT-2n-6-4 2_011.tst

Run # 1
Script file C:\Documents and Settings\user\Desktop\Tan Xipeng\Gao Chenkai\Standard wear.cts
Run date 12 May 2022 12:22:47
Step No. 1

Step Type Code: 0
Radius       = 3.9493
Velocity     = 240
Set Force    = -200
Duration     = 2.14
Data Count   = 108
Started at: 12:22:47.446 12 May 2022

Fx,Fz,Z,Y,X,V1,V2,V3,T,Ff,COF
g,g,mm,mm,mm,mm/sec,mm/sec,mm/sec,sec,g,

148.474335,-200.266922,-0.6620,0.000000,3.949250,0.000000,0.000000,0.000000,0.0000,148.474335,0.741382
148.426117,-200.231094,-0.6620,0.000000,3.949250,0.000000,0.000000,0.000000,0.0200,148.426117,0.741274
148.427368,-200.269409,-0.6620,0.000000,3.949250,0.000000,0.000000,0.000000,0.0400,148.427368,0.741139
148.407181,-200.246490,-0.6620,0.000000,3.949250,0.000000,0.000000,0.000000,0.0600,148.407181,0.741122
148.354004,-200.279404,-0.6620,0.000000,3.949250,0.000000,0.000000,0.000000,0.0800,148.354004,0.740735
146.340256,-200.229843,-0.6623,0.000000,3.949250,-0.002300,0.000000,0.000000,0.1000,146.340256,0.730861
126.474266,-199.771301,-0.6635,0.000000,3.949250,-0.011500,0.000000,0.000000,0.1200,126.474266,0.633095
79.456573,-199.953293,-0.6635,0.000000,3.949250,-0.010075,0.000000,0.000000,0.1400,79.456573,0.397376
30.640223,-199.788788,-0.6639,0.000000,3.949250,-0.011400,0.000000,0.000000,0.1600,30.640223,0.153363
-15.952629,-199.408951,-0.6640,0.000000,3.949250,-0.009075,0.000000,0.000000,0.1800,15.952629,0.080000
-65.781418,-199.592606,-0.6639,0.000000,3.949250,-0.005300,0.000000,0.000000,0.2000,65.781418,0.329578
-109.289970,-200.949112,-0.6635,0.000000,3.949250,-0.004500,0.000000,0.000000,0.2200,109.289970,0.543869
-116.046585,-203.194412,-0.6630,0.000000,3.949250,-0.000225,0.000000,0.000000,0.2400,116.046585,0.571111
-119.531403,-204.091934,-0.6627,0.000000,3.949250,0.002450,0.000000,0.000000,0.2600,119.531403,0.585674
-126.749107,-204.872864,-0.6625,0.000000,3.949250,0.003050,0.000000,0.000000,0.2800,126.749107,0.618672
-137.894592,-205.208954,-0.6627,0.000000,3.949250,0.001000,0.000000,0.000000,0.3000,137.894592,0.671972
-141.149506,-205.696671,-0.6635,0.000000,3.949250,-0.005000,0.000000,0.000000,0.3200,141.149506,0.686202
-143.579437,-205.679184,-0.6654,0.000000,3.949250,-0.017825,0.000000,0.000000,0.3400,143.579437,0.698075
-144.947479,-205.660446,-0.6662,0.000000,3.949250,-0.021650,0.000000,0.000000,0.3600,144.947479,0.704790
-150.873383,-205.330566,-0.6674,0.000000,3.949250,-0.027275,0.000000,0.000000,0.3800,150.873383,0.734783
-150.204178,-205.083191,-0.6688,0.000000,3.949250,-0.033700,0.000000,0.000000,0.4000,150.204178,0.732406
-148.874451,-204.819550,-0.6700,0.000000,3.949250,-0.038500,0.000000,0.000000,0.4200,148.874451,0.726857
