Created by CETR Data Viewer ver.2.19.106 05/12/22 14:43:46
Created by CETR UMT ver.1.136.257 12 May 2022 12:22:57
Total number of runs - 1
Total number of steps = 2
Indenter tip ID = 0
C:\Documents and Settings\user\Desktop\Tan Xipeng\Gao Chenkai\HEA-HT-2N-b\HT-2n-6-4 2_013.tst

Run # 1
Script file C:\Documents and Settings\user\Desktop\Tan Xipeng\Gao Chenkai\Standard wear.cts
Run date 12 May 2022 12:22:57
Step No. 1

Step Type Code: 0
Radius       = 3.9493
Velocity     = 240
Set Force    = -200
Duration     = 2.10
Data Count   = 106
Started at: 12:22:57.284 12 May 2022

Fx,Fz,Z,Y,X,V1,V2,V3,T,Ff,COF
g,g,mm,mm,mm,mm/sec,mm/sec,mm/sec,sec,g,

141.540543,-200.287735,-0.6625,0.000000,3.949250,0.000100,0.000000,0.000000,0.0000,141.540543,0.706686
141.490692,-200.233170,-0.6625,0.000000,3.949250,0.000000,0.000000,0.000000,0.0175,141.490692,0.706630
141.538895,-200.276901,-0.6625,0.000000,3.949250,0.000000,0.000000,0.000000,0.0375,141.538895,0.706716
141.473373,-200.239426,-0.6625,0.000000,3.949250,0.000000,0.000000,0.000000,0.0575,141.473373,0.706521
140.051758,-200.293991,-0.6625,0.000000,3.949250,0.000000,0.000000,0.000000,0.0775,140.051758,0.699231
124.973114,-199.867081,-0.6625,0.000000,3.949250,0.000000,0.000000,0.000000,0.0975,124.973114,0.625281
81.009636,-199.721725,-0.6632,0.000000,3.949250,-0.004950,0.000000,0.000000,0.1175,81.009636,0.405613
31.972425,-199.621353,-0.6640,0.000000,3.949250,-0.010500,0.000000,0.000000,0.1375,31.972425,0.160165
-15.354313,-199.293167,-0.6640,0.000000,3.949250,-0.008500,0.000000,0.000000,0.1575,15.354313,0.077044
-65.087090,-199.507660,-0.6640,0.000000,3.949250,-0.007075,0.000000,0.000000,0.1775,65.087090,0.326239
-110.018097,-200.707138,-0.6633,0.000000,3.949250,-0.001050,0.000000,0.000000,0.1975,110.018097,0.548152
-116.250557,-203.213150,-0.6628,0.000000,3.949250,0.003075,0.000000,0.000000,0.2175,116.250557,0.572062
-120.111595,-204.224380,-0.6624,0.000000,3.949250,0.005400,0.000000,0.000000,0.2375,120.111595,0.588135
-124.029900,-205.032776,-0.6620,0.000000,3.949250,0.007000,0.000000,0.000000,0.2575,124.029900,0.604927
-135.425522,-205.338898,-0.6625,0.000000,3.949250,0.002725,0.000000,0.000000,0.2775,135.425522,0.659522
-146.437515,-205.532562,-0.6636,0.000000,3.949250,-0.005550,0.000000,0.000000,0.2975,146.437515,0.712478
-150.464203,-205.610458,-0.6645,0.000000,3.949250,-0.011925,0.000000,0.000000,0.3175,150.464203,0.731793
-148.187546,-205.675430,-0.6654,0.000000,3.949250,-0.017700,0.000000,0.000000,0.3375,148.187546,0.720492
-149.426193,-205.671692,-0.6670,0.000000,3.949250,-0.026500,0.000000,0.000000,0.3575,149.426193,0.726528
-150.289886,-205.250198,-0.6680,0.000000,3.949250,-0.029350,0.000000,0.000000,0.3775,150.289886,0.732228
-150.560211,-205.071945,-0.6694,0.000000,3.949250,-0.034750,0.000000,0.000000,0.3975,150.560211,0.734182
-150.889862,-204.751251,-0.6707,0.000000,3.949250,-0.039700,0.000000,0.000000,0.4175,150.889862,0.736942
