Created by CETR Data Viewer ver.2.19.106 05/12/22 14:43:47
Created by CETR UMT ver.1.136.257 12 May 2022 12:23:31
Total number of runs - 1
Total number of steps = 2
Indenter tip ID = 0
C:\Documents and Settings\user\Desktop\Tan Xipeng\Gao Chenkai\HEA-HT-2N-b\HT-2n-6-4 2_020.tst

Run # 1
Script file C:\Documents and Settings\user\Desktop\Tan Xipeng\Gao Chenkai\Standard wear.cts
Run date 12 May 2022 12:23:31
Step No. 1

Step Type Code: 0
Radius       = 3.9493
Velocity     = 240
Set Force    = -200
Duration     = 2.12
Data Count   = 107
Started at: 12:23:31.959 12 May 2022

Fx,Fz,Z,Y,X,V1,V2,V3,T,Ff,COF
g,g,mm,mm,mm,mm/sec,mm/sec,mm/sec,sec,g,

148.946701,-200.188339,-0.6625,0.000000,3.949250,0.000000,0.000000,0.000000,0.0000,148.946701,0.744033
148.946564,-200.216934,-0.6625,0.000000,3.949250,0.000000,0.000000,0.000000,0.0175,148.946564,0.743926
148.882690,-200.206100,-0.6625,0.000000,3.949250,0.000000,0.000000,0.000000,0.0375,148.882690,0.743647
148.887634,-200.182770,-0.6625,0.000000,3.949250,0.000000,0.000000,0.000000,0.0575,148.887634,0.743758
146.636124,-200.214859,-0.6625,0.000000,3.949250,0.000000,0.000000,0.000000,0.0775,146.636124,0.732394
125.309357,-199.803772,-0.6625,0.000000,3.949250,0.000000,0.000000,0.000000,0.0975,125.309357,0.627162
77.555305,-200.069916,-0.6632,0.000000,3.949250,-0.004500,0.000000,0.000000,0.1175,77.555305,0.387641
28.631002,-199.870407,-0.6641,0.000000,3.949250,-0.010400,0.000000,0.000000,0.1375,28.631002,0.143248
-18.375151,-199.111160,-0.6645,0.000000,3.949250,-0.012000,0.000000,0.000000,0.1575,18.375151,0.092286
-68.627953,-199.133224,-0.6655,0.000000,3.949250,-0.016275,0.000000,0.000000,0.1775,68.627953,0.344633
-113.517334,-200.241501,-0.6652,0.000000,3.949250,-0.011950,0.000000,0.000000,0.1975,113.517334,0.566902
-120.995049,-202.419739,-0.6648,0.000000,3.949250,-0.007525,0.000000,0.000000,0.2175,120.995049,0.597743
-128.891022,-203.648804,-0.6644,0.000000,3.949250,-0.003600,0.000000,0.000000,0.2375,128.891022,0.632908
-131.523270,-204.642136,-0.6640,0.000000,3.949250,0.000000,0.000000,0.000000,0.2575,131.523270,0.642699
-137.809311,-205.142746,-0.6640,0.000000,3.949250,0.000000,0.000000,0.000000,0.2775,137.809311,0.671773
-144.823044,-205.345566,-0.6647,0.000000,3.949250,-0.005250,0.000000,0.000000,0.2975,144.823044,0.705265
-151.979355,-205.399292,-0.6657,0.000000,3.949250,-0.011550,0.000000,0.000000,0.3175,151.979355,0.739922
-148.805634,-205.339325,-0.6668,0.000000,3.949250,-0.018200,0.000000,0.000000,0.3375,148.805634,0.724682
-147.733459,-205.279358,-0.6680,0.000000,3.949250,-0.025000,0.000000,0.000000,0.3575,147.733459,0.719670
-152.490311,-204.962830,-0.6699,0.000000,3.949250,-0.033550,0.000000,0.000000,0.3775,152.490311,0.743990
-155.530518,-204.628387,-0.6707,0.000000,3.949250,-0.035750,0.000000,0.000000,0.3975,155.530518,0.760063
-157.987656,-204.278931,-0.6719,0.000000,3.949250,-0.039425,0.000000,0.000000,0.4175,157.987656,0.773392
