Created by CETR Data Viewer ver.2.19.106 05/12/22 14:43:51
Created by CETR UMT ver.1.136.257 12 May 2022 12:30:06
Total number of runs - 1
Total number of steps = 2
Indenter tip ID = 0
C:\Documents and Settings\user\Desktop\Tan Xipeng\Gao Chenkai\HEA-HT-2N-b\HT-2n-6-4 2_100.tst

Run # 1
Script file C:\Documents and Settings\user\Desktop\Tan Xipeng\Gao Chenkai\Standard wear.cts
Run date 12 May 2022 12:30:06
Step No. 1

Step Type Code: 0
Radius       = 3.9493
Velocity     = 240
Set Force    = -200
Duration     = 2.06
Data Count   = 104
Started at: 12:30:06.686 12 May 2022

Fx,Fz,Z,Y,X,V1,V2,V3,T,Ff,COF
g,g,mm,mm,mm,mm/sec,mm/sec,mm/sec,sec,g,

170.585663,-200.267319,-0.6635,0.000000,3.949250,0.000075,0.000000,0.000000,0.0000,170.585663,0.851790
170.628922,-200.212357,-0.6635,0.000000,3.949250,0.000000,0.000000,0.000000,0.0200,170.628922,0.852240
170.591843,-200.241501,-0.6635,0.000000,3.949250,0.000000,0.000000,0.000000,0.0400,170.591843,0.851930
170.567123,-200.250259,-0.6635,0.000000,3.949250,0.000000,0.000000,0.000000,0.0600,170.567123,0.851770
169.038361,-200.217346,-0.6635,0.000000,3.949250,0.000000,0.000000,0.000000,0.0800,169.038361,0.844274
151.427185,-200.085739,-0.6635,0.000000,3.949250,0.000000,0.000000,0.000000,0.1000,151.427185,0.756811
105.596649,-200.112396,-0.6642,0.000000,3.949250,-0.004900,0.000000,0.000000,0.1200,105.596649,0.527687
55.340549,-200.373123,-0.6647,0.000000,3.949250,-0.008125,0.000000,0.000000,0.1400,55.340549,0.276187
7.921098,-199.718384,-0.6650,0.000000,3.949250,-0.009100,0.000000,0.000000,0.1600,7.921098,0.039661
-41.586281,-199.617599,-0.6650,0.000000,3.949250,-0.007500,0.000000,0.000000,0.1800,41.586281,0.208330
-92.380943,-200.116974,-0.6655,0.000000,3.949250,-0.010350,0.000000,0.000000,0.2000,92.380943,0.461635
-128.063583,-201.458069,-0.6652,0.000000,3.949250,-0.006300,0.000000,0.000000,0.2200,128.063583,0.635684
-140.240082,-203.130676,-0.6648,0.000000,3.949250,-0.002475,0.000000,0.000000,0.2400,140.240082,0.690393
-145.673141,-204.338089,-0.6646,0.000000,3.949250,-0.000800,0.000000,0.000000,0.2600,145.673141,0.712903
-149.529633,-205.253525,-0.6650,0.000000,3.949250,-0.004000,0.000000,0.000000,0.2800,149.529633,0.728512
-150.635208,-205.774139,-0.6655,0.000000,3.949250,-0.006850,0.000000,0.000000,0.3000,150.635208,0.732041
-154.326874,-205.874084,-0.6669,0.000000,3.949250,-0.016100,0.000000,0.000000,0.3200,154.326874,0.749618
-157.069153,-205.648773,-0.6680,0.000000,3.949250,-0.022025,0.000000,0.000000,0.3400,157.069153,0.763774
-156.090103,-205.685013,-0.6689,0.000000,3.949250,-0.026200,0.000000,0.000000,0.3600,156.090103,0.758879
-160.959457,-205.370132,-0.6705,0.000000,3.949250,-0.033000,0.000000,0.000000,0.3800,160.959457,0.783753
-160.843658,-205.241028,-0.6719,0.000000,3.949250,-0.039175,0.000000,0.000000,0.4000,160.843658,0.783682
-165.495041,-204.830383,-0.6734,0.000000,3.949250,-0.043700,0.000000,0.000000,0.4200,165.495041,0.807961
