Created by CETR Data Viewer ver.2.19.106 05/12/22 14:43:48
Created by CETR UMT ver.1.136.257 12 May 2022 12:24:35
Total number of runs - 1
Total number of steps = 2
Indenter tip ID = 0
C:\Documents and Settings\user\Desktop\Tan Xipeng\Gao Chenkai\HEA-HT-2N-b\HT-2n-6-4 2_033.tst

Run # 1
Script file C:\Documents and Settings\user\Desktop\Tan Xipeng\Gao Chenkai\Standard wear.cts
Run date 12 May 2022 12:24:35
Step No. 1

Step Type Code: 0
Radius       = 3.9493
Velocity     = 240
Set Force    = -200
Duration     = 2.10
Data Count   = 106
Started at: 12:24:35.759 12 May 2022

Fx,Fz,Z,Y,X,V1,V2,V3,T,Ff,COF
g,g,mm,mm,mm,mm/sec,mm/sec,mm/sec,sec,g,

157.725296,-200.297180,-0.6615,0.000000,3.949250,0.000000,0.000000,0.000000,0.0000,157.725296,0.787456
157.733002,-200.304810,-0.6615,0.000000,3.949250,0.000000,0.000000,0.000000,0.0175,157.733002,0.787465
157.741241,-200.244415,-0.6615,0.000000,3.949250,0.000000,0.000000,0.000000,0.0375,157.741241,0.787744
157.706619,-200.323547,-0.6615,0.000000,3.949250,0.000000,0.000000,0.000000,0.0575,157.706619,0.787260
155.872925,-200.269821,-0.6615,0.000000,3.949250,0.000000,0.000000,0.000000,0.0775,155.872925,0.778315
136.632462,-200.017029,-0.6615,0.000000,3.949250,0.000000,0.000000,0.000000,0.0975,136.632462,0.683104
89.145012,-200.330215,-0.6620,0.000000,3.949250,-0.002925,0.000000,0.000000,0.1175,89.145012,0.444990
39.622799,-200.352707,-0.6626,0.000000,3.949250,-0.007000,0.000000,0.000000,0.1375,39.622799,0.197765
-6.764436,-199.731308,-0.6630,0.000000,3.949250,-0.009000,0.000000,0.000000,0.1575,6.764436,0.033868
-56.177864,-199.667999,-0.6630,0.000000,3.949250,-0.007100,0.000000,0.000000,0.1775,56.177864,0.281356
-107.264679,-200.377686,-0.6630,0.000000,3.949250,-0.006300,0.000000,0.000000,0.1975,107.264679,0.535312
-124.584541,-202.490967,-0.6630,0.000000,3.949250,-0.005325,0.000000,0.000000,0.2175,124.584541,0.615260
-134.931046,-203.569672,-0.6630,0.000000,3.949250,-0.004400,0.000000,0.000000,0.2375,134.931046,0.662825
-128.019913,-204.851196,-0.6630,0.000000,3.949250,-0.004000,0.000000,0.000000,0.2575,128.019913,0.624941
-131.446228,-205.256851,-0.6644,0.000000,3.949250,-0.013500,0.000000,0.000000,0.2775,131.446228,0.640399
-142.942383,-205.106918,-0.6652,0.000000,3.949250,-0.017850,0.000000,0.000000,0.2975,142.942383,0.696916
-153.446289,-205.049866,-0.6664,0.000000,3.949250,-0.024000,0.000000,0.000000,0.3175,153.446289,0.748336
-153.344513,-204.973236,-0.6677,0.000000,3.949250,-0.030900,0.000000,0.000000,0.3375,153.344513,0.748120
-149.921921,-205.039871,-0.6685,0.000000,3.949250,-0.036500,0.000000,0.000000,0.3575,149.921921,0.731184
-152.253372,-204.783737,-0.6704,0.000000,3.949250,-0.039350,0.000000,0.000000,0.3775,152.253372,0.743484
-156.082260,-204.478439,-0.6716,0.000000,3.949250,-0.043350,0.000000,0.000000,0.3975,156.082260,0.763319
-161.780701,-204.110687,-0.6727,0.000000,3.949250,-0.047250,0.000000,0.000000,0.4175,161.780701,0.792613
